query_idx,correlation,p_value,rag_failed
134,-0.39896925552993695,0.0,True
135,-0.4004995982487187,0.0,True
136,-0.3275934120752287,0.0,True
137,-0.1374096135445249,2.506191011677714e-57,True
138,-0.3180258876424105,0.0,True
139,-0.22049362147942872,8.084446893991095e-147,True
140,-0.25975195063915174,5.8648959012461105e-205,True
141,-0.21855222562799878,3.2318780147456394e-144,True
142,-0.12078281942267315,1.3201699288906536e-44,True
143,-0.1251389656771697,8.908699896151643e-48,True
144,-0.17025847121798557,1.850566131564638e-87,True
145,-0.21454318922718296,6.345492571759688e-139,True
146,-0.19166780297575203,9.392637192037276e-111,True
147,-0.5811083418869322,0.0,True
148,-0.17556322264255453,5.8606020617569434e-93,True
149,-0.23772624159573602,4.965976823036593e-171,True
150,-0.20965713443067166,1.2844262688572262e-132,True
151,-0.15874562089805844,3.910599514438025e-76,True
152,-0.17955151150149537,3.2783138755568166e-97,True
153,-0.3029009521340501,1.4885343578127123e-281,True
154,-0.342977760528626,0.0,True
155,-0.2514542267815989,8.886820259313092e-192,True
156,-0.2902929800106964,9.600827877891715e-258,True
157,-0.318729321075249,0.0,True
158,-0.235870275115422,2.51697363435734e-168,True
159,-0.17149689917060768,9.985904382571796e-89,True
160,-0.39185298236619626,0.0,True
161,-0.27429231420252276,3.0624504603076205e-229,True
162,-0.1359233550767879,4.024203593651614e-56,True
163,-0.2329554563895442,3.992482140823876e-164,True
164,-0.20723273797792857,1.5103649546502185e-129,True
165,-0.301034992932182,5.925900612292125e-278,True
166,-0.1550898978842984,1.0345293277967304e-72,True
167,-0.20651267396061684,1.2120826234622173e-128,True
168,-0.3048405139971914,2.526029299454153e-285,True
169,-0.17864853389118798,3.0709570693429207e-96,True
170,-0.17513579279528987,1.6506760456846172e-92,True
171,-0.28695752560866333,1.2041313665889912e-251,True
172,-0.2868637451882003,1.7821173559477246e-251,True
173,-0.33871852770362176,0.0,True
174,-0.17773983507394348,2.8827398436407212e-95,True
175,-0.4036871500791478,0.0,True
176,-0.2534637595316795,6.328859852771392e-195,True
177,-0.3124710679353936,1.9369105344789845e-300,True
178,-0.24038515216866932,6.020321680529627e-175,True
179,-0.2672301261966631,2.9511814266880792e-217,True
180,-0.11720761310299721,4.3395114871280745e-42,True
181,-0.14278501370671992,8.422970835242192e-62,True
182,-0.4576171075170357,0.0,True
183,-0.09265424961046714,7.17276378301628e-27,True
184,-0.4543552890008232,0.0,True
185,-0.2888353264231989,4.546058605716678e-255,True
186,-0.4116153619881466,0.0,True
187,-0.14263022126854397,1.1396404602453895e-61,True
188,-0.4194836840678291,0.0,True
189,-0.2923445988549178,1.5482495741232946e-261,True
190,-0.2667323488833151,2.000220204546243e-216,True
191,-0.1935056411602859,6.853535785129331e-113,True
192,-0.22642996669180815,6.232590245281885e-155,True
193,-0.13185511672665562,6.8529426691144435e-53,True
194,-0.3237708570695693,0.0,True
195,-0.09817886179364087,5.549463496959609e-30,True
196,-0.4697631789819371,0.0,True
197,-0.20271420497266732,6.283300255597688e-124,True
198,-0.1724641180975215,1.0055191928316797e-89,True
199,-0.4053354704137114,0.0,True
