index,question,ground_truth_id,naive_id,tri_id,naive_hit,tri_hit,naive_conf_score,tri_conf_score
20,Israeli hospital preparedness for terrorism-related multiple casualty incidents: can the surge capacity and injury severity distribution be better predicted?,19394934,22490933,22490933,0,0,1.1521,1.1521
21,Acute respiratory distress syndrome in children with malignancy--can we predict outcome?,11481599,20125068,24977439,0,0,-3.3482,4.1006
22,Secondhand smoke risk in infants discharged from an NICU: potential for significant health disparities?,21669959,26695759,26695759,0,0,-2.1258,-2.1258
23,Do nomograms designed to predict biochemical recurrence (BCR) do a better job of predicting more clinically relevant prostate cancer outcomes than BCR?,23806388,18349404,27336392,0,0,5.0203,6.3635
24,Are reports of mechanical dysfunction in chronic oro-facial pain related to somatisation?,17919952,23328326,22447468,0,0,-2.5543,0.9833
25,Amblyopia: is visual loss permanent?,10966943,9677565,17962490,0,0,-4.1580,0.6021
26,Implementation of epidural analgesia for labor: is the standard of effective analgesia reachable in all women?,23690198,11000670,11000670,0,0,1.3433,1.3433
27,Does HER2 immunoreactivity provide prognostic information in locally advanced urothelial carcinoma patients receiving adjuvant M-VEC chemotherapy?,17940352,27272502,16189156,0,0,3.2368,2.2284
28,Is halofantrine ototoxic?,20537205,17071314,11506125,0,0,-5.2550,-2.0972
29,Visceral adipose tissue area measurement at a single level: can it represent visceral adipose tissue volume?,28707539,24729534,23448802,0,0,0.4756,5.9962
30,Necrotizing fasciitis: an indication for hyperbaric oxygenation therapy?,7482275,16509286,19302854,0,0,-2.1721,3.2344
31,Is the Hawkins sign able to predict necrosis in fractures of the neck of the astragalus?,24183388,15050890,24678889,0,0,-10.0181,-4.9092
32,Is a mandatory general surgery rotation necessary in the surgical clerkship?,9645785,23414954,25001063,0,0,-6.4953,4.0878
33,Is Acupuncture Efficacious for Treating Phonotraumatic Vocal Pathologies?,26298839,23461990,21521742,0,0,-4.9678,-1.9510
34,Is aneurysm repair justified for the patients aged 80 or older after aneurysmal subarachnoid hemorrhage?,24153338,24147458,24440677,0,0,2.7358,5.8474
35,Do general practice characteristics influence uptake of an information technology (IT) innovation in primary care?,18534072,21338446,21338446,0,0,1.7509,1.7509
36,Prognosis of well differentiated small hepatocellular carcinoma--is well differentiated hepatocellular carcinoma clinically early cancer?,8847047,26250145,15086191,0,0,1.3360,5.3779
37,Do follow-up recommendations for abnormal Papanicolaou smears influence patient adherence?,10575390,9456441,9456441,0,0,4.4828,4.4828
38,Biomolecular identification of allergenic pollen: a new perspective for aerobiological monitoring?,20084845,21480927,21480927,0,0,-0.9834,-0.9834
39,Does diabetes mellitus influence the efficacy of FDG-PET in the diagnosis of cervical cancer?,15703931,24365202,17786947,0,0,-0.4992,0.6173
40,Biomechanical and wound healing characteristics of corneas after excimer laser keratorefractive surgery: is there a difference between advanced surface ablation and sub-Bowman's keratomileusis?,18269157,10366086,11159488,0,0,-2.0328,2.3294
41,Does radiotherapy of the primary rectal cancer affect prognosis after pelvic exenteration for recurrent rectal cancer?,25489696,12437697,18846402,0,0,1.2754,4.4917
42,Can a practicing surgeon detect early lymphedema reliably?,14599616,26992343,26992343,0,0,1.1517,1.1517
43,Colorectal cancer with synchronous liver metastases: does global management at the same centre improve results?,22537902,22521121,22521121,0,0,3.4909,3.4909
44,Is motion perception deficit in schizophrenia a consequence of eye-tracking abnormality?,19054501,23356597,23356597,0,0,4.5720,4.5720
45,Transgastric endoscopic splenectomy: is it possible?,16432652,26264084,22402984,0,0,-1.4518,1.3430
46,It's Fournier's gangrene still dangerous?,19504993,21788955,21788955,0,0,2.2719,2.2719
47,Is it appropriate to implant kidneys from elderly donors in young recipients?,20571467,8970611,22892992,0,0,2.9207,5.6899
48,Do provider service networks result in lower expenditures compared with HMOs or primary care case management in Florida's Medicaid program?,24237112,7477221,26295355,0,0,-3.1307,-3.2498
49,Assessment of carotid artery stenosis before coronary artery bypass surgery. Is it always necessary?,21402341,21817149,24220649,0,0,-0.5807,2.5502
50,Should direct mesocolon invasion be included in T4 for the staging of gastric cancer?,20082356,21780126,22613547,0,0,-5.4486,1.3181
51,Do Surrogates of Injury Severity Influence the Occurrence of Heterotopic Ossification in Fractures of the Acetabulum?,26606599,22019241,22019241,0,0,4.0675,4.0676
52,Does pretreatment with statins improve clinical outcome after stroke?,11340218,26911636,25907521,0,0,6.2100,8.5152
53,Processing fluency effects: can the content and presentation of participant information sheets influence recruitment and participation for an antenatal intervention?,25481573,20534200,15485728,0,0,-11.3130,-3.9726
54,Sternal fracture in growing children : A rare and often overlooked fracture?,25277731,22835884,18001736,0,0,-5.4168,1.3206
55,Is there a correlation between androgens and sexual desire in women?,25475395,25394578,25412335,0,0,0.3829,-0.5419
56,Does immediate breast reconstruction compromise the delivery of adjuvant chemotherapy?,23177368,11943114,11943114,0,0,6.7466,6.7466
57,Human papillomavirus and pterygium. Is the virus a risk factor?,17179167,24856493,25668644,0,0,-5.0956,4.0863
58,Can PRISM predict length of PICU stay?,14612308,21144803,24561171,0,0,-9.8250,-6.8992
59,Can predilatation in transcatheter aortic valve implantation be omitted?,27491658,25082305,25082305,0,0,6.2938,6.2938
60,Autoerotic asphyxiation: secret pleasure--lethal outcome?,19822586,23095976,25837017,0,0,-6.4732,-4.9198
61,Major depression and alcohol use disorder in adolescence: Does comorbidity lead to poorer outcomes of depression?,27643961,25208193,22250853,0,0,1.2560,2.1706
62,Cold preparation use in young children after FDA warnings: do concerns still exist?,23539689,23290291,25331369,0,0,-9.1530,-5.3825
63,Does a 4 diagram manual enable laypersons to operate the Laryngeal Mask Supreme®?,22453060,18676418,24332907,0,0,-8.8505,-0.3356
64,Can we measure mesopic pupil size with the cobalt blue light slit-lamp biomicroscopy method?,22227642,19193662,20541740,0,0,-4.0126,-2.9937
65,Should circumcision be performed in childhood?,12380309,16502947,26430441,0,0,-3.2072,7.5257
66,Does a colonoscopy after acute diverticulitis affect its management?,22186742,24488358,24488358,0,0,3.5694,3.5694
67,Do instrumental activities of daily living predict dementia at 1- and 2-year follow-up?,22188074,24760091,23308393,0,0,1.8221,5.1692
68,Does the Simultaneous Use of a Neuroendoscope Influence the Incidence of Ventriculoperitoneal Shunt Infection?,27989969,18459899,17106749,0,0,-0.7114,-0.6655
69,"Body perception: do parents, their children, and their children's physicians perceive body image differently?",18607272,14705164,14636151,0,0,-9.2338,0.0221
70,Is a specialised training of phonological awareness indicated in every preschool child?,18235194,17253338,14982247,0,0,-0.8273,-0.0692
71,Is there any relationship between streptococcal infection and multiple sclerosis?,18049437,10927799,22262195,0,0,-4.7888,1.0178
72,Is the combination with 2-methoxyestradiol able to reduce the dosages of chemotherapeutices in the treatment of human ovarian cancer?,15597845,19050321,19050321,0,0,3.7953,3.7953
73,Assessing joint line positions by means of the contralateral knee: a new approach for planning knee revision surgery?,24996865,23228701,25239506,0,0,-2.0648,-0.3605
74,Does the type of tibial component affect mechanical alignment in unicompartmental knee replacement?,23361217,26261235,22751944,0,0,0.3258,4.0657
75,Is tumour expression of VEGF associated with venous invasion and survival in pT3 renal cell carcinoma?,17489316,18041056,26064856,0,0,3.0216,4.9256
76,Injury and poisoning mortality among young men--are there any common factors amenable to prevention?,14518645,18245312,26096535,0,0,-9.3742,-1.8038
77,Continuation of pregnancy after antenatal corticosteroid administration: opportunity for rescue?,20337202,20935111,21334006,0,0,-5.7731,-1.5812
78,Does either obesity or OSA severity influence the response of autotitrating CPAP machines in very obese subjects?,26449554,26888588,17349847,0,0,-1.9782,0.2893
79,Does the clinical presentation of a prior preterm birth predict risk in a subsequent pregnancy?,26215326,17826413,20420277,0,0,0.2509,3.5037
80,Is the Distance Worth It?,29112560,26271578,26271578,0,0,-8.6083,-8.6083
81,Aripiprazole: a new risk factor for pathological gambling?,24315783,12084144,16806092,0,0,-10.2370,-0.5511
82,Immune suppression by lysosomotropic amines and cyclosporine on T-cell responses to minor and major histocompatibility antigens: does synergy exist?,9381529,16123728,26921685,0,0,-6.7769,-0.9121
83,Does induction chemotherapy have a role in the management of nasopharyngeal carcinoma?,8985020,18216741,12400975,0,0,-0.9264,1.6531
84,Treatment of contralateral hydrocele in neonatal testicular torsion: Is less more?,26708803,12837441,20451982,0,0,-0.9066,1.3236
85,"Are normally sighted, visually impaired, and blind pedestrians accurate and reliable at making street crossing decisions?",22427593,22695790,23531267,0,0,-5.4723,-1.4723
86,Is it Crohn's disease?,11570976,19098859,17682002,0,0,1.1645,5.3389
87,Is Chaalia/Pan Masala harmful for health?,19757704,23251942,16141509,0,0,-10.7007,-2.9320
88,Does multi-modal cervical physical therapy improve tinnitus in patients with cervicogenic somatic tinnitus?,27592038,16556347,22120273,0,0,-2.0039,0.3006
89,Detailed analysis of sputum and systemic inflammation in asthma phenotypes: are paucigranulocytic asthmatics really non-inflammatory?,27044366,22379070,22379070,0,0,5.1796,5.1796
90,Is HIV/STD control in Jamaica making a difference?,9792366,17579339,17579339,0,0,-3.2886,-3.2886
91,Is Panton-Valentine leucocidin associated with the pathogenesis of Staphylococcus aureus bacteraemia in the UK?,17562682,19779608,20946065,0,0,4.6060,5.8888
92,Are even impaired fasting blood glucose levels preoperatively associated with increased mortality after CABG surgery?,15800018,21756307,20106702,0,0,6.6857,6.1818
93,Does positron emission tomography change management in primary rectal cancer?,14978612,18449608,12416580,0,0,4.1874,4.1185
94,Can you deliver accurate tidal volume by manual resuscitator?,18843057,16505661,25240051,0,0,-0.0035,-0.4733
95,Can increases in the cigarette tax rate be linked to cigarette retail prices?,23076787,26628497,23930623,0,0,-4.9566,2.9109
96,Vertical lines in distal esophageal mucosa (VLEM): a true endoscopic manifestation of esophagitis in children?,9199905,16707971,27492993,0,0,-2.3616,-0.3236
97,Does hypoglycaemia increase the risk of cardiovascular events?,23999452,26370882,10491751,0,0,-1.0770,2.9471
98,Does the radiographic transition zone correlate with the level of aganglionosis on the specimen in Hirschsprung's disease?,22534881,24946949,26527582,0,0,2.6220,3.5590
99,Is dexamethasone an effective alternative to oral prednisone in the treatment of pediatric asthma exacerbations?,24785562,10700684,10700684,0,0,6.3113,6.3113
100,Mammographic screening in Sami speaking municipalities and a control group. Are early outcome measures influenced by ethnicity?,22564465,25972043,9207805,0,0,-3.3054,-6.3479
101,Do Electrochemiluminescence Assays Improve Prediction of Time to Type 1 Diabetes in Autoantibody-Positive TrialNet Subjects?,27456836,23423694,23423694,0,0,4.0018,4.0018
102,Assessment of appropriate antimicrobial prescribing: do experts agree?,27287237,25466592,26678686,0,0,-3.5099,0.2242
103,Is there a favorable subset of patients with prostate cancer who develop oligometastases?,14697414,20605361,24668120,0,0,-0.8443,-0.1577
104,Cycloplegic autorefraction in young adults: is it mandatory?,26686513,24613070,9368559,0,0,-9.4849,-6.8201
105,Does screening or surveillance for primary hepatocellular carcinoma with ultrasonography improve the prognosis of patients?,15530261,24861870,20483497,0,0,4.2263,5.6774
106,"""Would a man smell a rose then throw it away?",24160268,11376468,26363163,0,0,-9.7360,-7.7590
107,Department of Transportation vs self-reported data on motor vehicle collisions and driving convictions for stroke survivors: do they agree?,21823940,25035755,19670416,0,0,-0.4072,1.0480
108,"Neoadjuvant Imatinib in Locally Advanced Gastrointestinal stromal Tumours, Will Kit Mutation Analysis Be a Pathfinder?",27217036,20470368,25294914,0,0,0.6511,2.0509
109,Does the lipid-lowering peroxisome proliferator-activated receptors ligand bezafibrate prevent colon cancer in patients with coronary artery disease?,18565233,19186181,19186181,0,0,5.0651,5.0651
110,Does self-efficacy mediate the relationship between transformational leadership behaviours and healthcare workers' sleep quality?,19694846,16691053,24447029,0,0,-0.8692,0.5824
111,Does microbial contamination influence the success of the hematopoietic cell transplantation outcomes?,27184293,9501406,26886180,0,0,-3.4159,1.7051
112,Very high serum CA 19-9 levels: a contraindication to pancreaticoduodenectomy?,19459018,15197014,23428954,0,0,3.4162,4.2881
113,Perioperative care in an animal model for training in abdominal surgery: is it necessary a preoperative fasting?,22042121,23219717,23219717,0,0,3.9553,3.9553
114,Are physicians aware of the side effects of angiotensin-converting enzyme inhibitors?,16100194,12798577,16227143,0,0,2.5717,2.9326
115,Residual fundus or neofundus after laparoscopic sleeve gastrectomy: is fundectomy safe and effective as revision surgery?,25480629,23883495,21165778,0,0,-1.7878,-0.5643
116,Are physician estimates of asthma severity less accurate in black than in white patients?,17453263,22235241,12546615,0,0,-2.7117,4.9737
117,Does laparoscopic surgery decrease the risk of atrial fibrillation after foregut surgery?,18322741,19329335,16424847,0,0,-1.2604,-0.5010
118,"The Main Gate Syndrome: a new format in mass-casualty victim ""surge"" management?",19106867,15674162,19820592,0,0,-11.3446,-10.6633
119,Do communication disorders extend to musical messages?,25691513,22005291,23118445,0,0,-7.3719,-1.7262
120,Do patients with rheumatoid arthritis established on methotrexate and folic acid 5 mg daily need to continue folic acid supplements long term?,11035130,10990220,10990220,0,0,5.7589,5.7589
121,Can infundibular height predict the clearance of lower pole calyceal stone after extracorporeal shockwave lithotripsy?,19409117,16118095,16118095,0,0,6.9034,6.9034
122,Does lung ischemia and reperfusion have an impact on coronary flow?,21900017,10197648,10197648,0,0,5.1545,5.1545
123,Is a patient's self-reported health-related quality of life a prognostic factor for survival in non-small-cell lung cancer patients?,16968876,19546817,19546817,0,0,3.8058,3.8058
124,Transient tachypnea of the newborn (TTN): a role for polymorphisms in the beta-adrenergic receptor (ADRB) encoding genes?,18540901,24366725,21141441,0,0,-7.7782,5.3287
125,Is duration of psychological treatment for depression related to return into treatment?,27448572,25658495,15291658,0,0,-0.4326,-2.4533
126,Does shaving the incision site increase the infection rate after spinal surgery?,17621202,19225396,19225396,0,0,5.2487,5.2487
127,The influence of atmospheric pressure on aortic aneurysm rupture--is the diameter of the aneurysm important?,25987398,12525814,12431152,0,0,1.5009,2.5764
128,Do French lay people and health professionals find it acceptable to breach confidentiality to protect a patient's wife from a sexually transmitted disease?,16816043,24039804,24039804,0,0,-7.2382,-7.2382
129,Do somatic complaints predict subsequent symptoms of depression?,12920330,25518872,25999905,0,0,2.2731,3.2967
130,Are women with major depression in pregnancy identifiable in population health data?,23497210,21802737,21802737,0,0,4.7610,4.7610
131,Remote ischemic postconditioning: does it protect against ischemic damage in percutaneous coronary revascularization?,21952349,19255833,12460865,0,0,5.0443,3.1150
132,Does combining antiretroviral agents in a single dosage form enhance quality of life of HIV/AIDS patients?,21712147,11953472,25397509,0,0,-2.0228,1.1164
133,The inverse equity hypothesis: does it apply to coverage of cancer screening in middle-income countries?,25311479,18729027,25972043,0,0,-5.8600,-0.2091
134,Identification of racial disparities in breast cancer mortality: does scale matter?,20602784,17061247,25576165,0,0,-1.1122,3.7547
135,Does the leukocyte count correlate with the severity of injury?,12836106,22264310,10414692,0,0,2.8548,4.0592
136,Can transcranial direct current stimulation be useful in differentiating unresponsive wakefulness syndrome from minimally conscious state patients?,25588461,25795621,27092048,0,0,-6.5517,1.8050
137,Aromatase inhibitor-related musculoskeletal symptoms: is preventing osteoporosis the key to eliminating these symptoms?,19299238,24004677,26798969,0,0,-4.3558,0.0975
138,Could different follow-up modalities play a role in the diagnosis of asymptomatic endometrial cancer relapses?,22706226,21036762,10928137,0,0,-6.4510,0.3238
139,Locoregional opening of the rodent blood-brain barrier for paclitaxel using Nd:YAG laser-induced thermo therapy: a new concept of adjuvant glioma therapy?,12913878,26910903,19260244,0,0,-5.0132,-2.3592
140,Preoperative tracheobronchoscopy in newborns with esophageal atresia: does it matter?,16769333,12407531,23172565,0,0,-1.9237,0.3269
141,Is horizontal semicircular canal ocular reflex influenced by otolith organs input?,22497340,9025817,9025817,0,0,4.7052,4.7052
142,Is perforation of the appendix a risk factor for tubal infertility and ectopic pregnancy?,10223070,23154396,26428211,0,0,-6.4111,2.0034
143,Serovar specific immunity to Neisseria gonorrhoeae: does it exist?,8566975,26165435,18753933,0,0,-2.4294,2.2591
144,May student examiners be reasonable substitute examiners for faculty in an undergraduate OSCE on medical emergencies?,25186850,25154400,21156111,0,0,0.0225,1.2111
145,Are endothelial cell patterns of astrocytomas indicative of grade?,9427037,16465775,1434531,0,0,0.5322,2.6773
146,Do healthier lifestyles lead to less utilization of healthcare resources?,28359277,16376700,16376700,0,0,2.3093,2.3093
147,Antral follicle assessment as a tool for predicting outcome in IVF--is it a better predictor than age and FSH?,11411430,22014878,21147822,0,0,2.3711,2.3608
148,Do all ethnic groups in New Zealand exhibit socio-economic mortality gradients?,16956164,16030152,16030152,0,0,2.7236,2.7236
149,Can normal knee kinematics be restored with unicompartmental knee replacement?,15687156,21748391,24426840,0,0,3.4560,6.4696
150,Are serum leptin levels a prognostic factor in advanced lung cancer?,28127977,12629349,15237582,0,0,0.3733,5.2079
151,Is fetal gender associated with emergency department visits for asthma during pregnancy?,16809243,16982488,16389020,0,0,-4.2376,2.8277
152,Stretch-sensitive KCNQ1 mutation A link between genetic and environmental factors in the pathogenesis of atrial fibrillation?,17276182,20850564,23710137,0,0,2.3190,3.6462
153,Are adult body circumferences associated with height?,21123461,25413649,25899985,0,0,-10.9103,4.9817
154,Would corrected QT dispersion predict left ventricular hypertrophy in hypertensive patients?,22428608,9812069,9812069,0,0,6.8304,6.8304
155,Traumatic aortic injury: does the anatomy of the aortic arch influence aortic trauma severity?,27858166,26926941,17186983,0,0,-3.8865,-1.4934
156,Inpatient versus outpatient management of neutropenic fever in gynecologic oncology patients: is risk stratification useful?,23791827,22942828,22402749,0,0,-1.6289,0.2446
157,Should chest wall irradiation be included after mastectomy and negative node breast cancer?,18243752,9635708,12122786,0,0,3.7154,4.2423
158,Can bisphosphonate treatment be stopped in a growing child with skeletal fragility?,17279467,16160731,16160731,0,0,0.9121,0.9121
159,"Regional anesthesia as compared with general anesthesia for surgery in geriatric patients with hip fracture: does it decrease morbidity, mortality, and health care costs?",22758782,25797416,25797416,0,0,5.5204,5.5204
160,Does blood pressure change in treated hypertensive patients depending on whether it is measured by a physician or a nurse?,15223725,19155786,16280273,0,0,1.8751,3.7382
161,Treadmill testing of children who have spina bifida and are ambulatory: does peak oxygen uptake reflect maximum oxygen uptake?,19482903,15741829,15728698,0,0,0.1852,-1.3911
162,Is the probability of prenatal diagnosis or termination of pregnancy different for fetuses with congenital anomalies conceived following assisted reproductive techniques?,25752912,16275218,16275218,0,0,1.5335,1.5335
163,Is there a relationship between complex fractionated atrial electrograms recorded during atrial fibrillation and sinus rhythm fractionation?,21946341,25771914,25838215,0,0,4.9902,4.8362
164,Does rural or urban residence make a difference to neonatal outcome in premature birth?,16428354,18662233,18662233,0,0,0.3064,0.3064
165,Is the use of cyanoacrylate in intestinal anastomosis a good and reliable alternative?,19302863,25263509,17596692,0,0,-5.8871,-1.7672
166,Is trabecular bone related to primary stability of miniscrews?,24245816,17352643,24880844,0,0,-4.4327,4.0138
167,"Is there any evidence of a ""July effect"" in patients undergoing major cancer surgery?",24666444,22638675,22638675,0,0,-1.4848,-1.4848
168,Is it necessary to insert a nasobiliary drainage tube routinely after endoscopic clearance of the common bile duct in patients with choledocholithiasis-induced cholangitis?,19913785,9925705,23719974,0,0,3.3641,3.5014
169,Storage of vaccines in the community: weak link in the cold chain?,1571683,25889160,20084900,0,0,-9.2221,-3.1953
170,Is the clinically positive axilla in breast cancer really a contraindication to sentinel lymph node biopsy?,15631914,17845836,24715214,0,0,3.6426,6.2932
171,Convulsions and retinal haemorrhage: should we look further?,11970923,20926353,18636080,0,0,-8.3944,-2.0991
172,Are patients willing participants in the new wave of community-based medical education in regional and rural Australia?,20121683,17547493,23157496,0,0,-2.3953,2.9667
173,Can Flexible Instruments Create Adequate Femoral Tunnel Lengths at 90° of Knee Flexion in Anterior Cruciate Ligament Reconstruction?,27281318,22289428,22289428,0,0,6.4671,6.4671
174,Quality of life in lung cancer patients: does socioeconomic status matter?,12846929,23570796,23570796,0,0,2.6494,2.6494
175,Are Biochemical Markers of Bone Turnover Representative of Bone Histomorphometry in 370 Postmenopausal Women?,26505821,10430192,15883636,0,0,5.0395,4.9120
176,Should early extubation be the goal for children after congenital cardiac surgery?,25156467,25443020,17418731,0,0,-0.0527,3.3245
177,Does delivery mode affect women's postpartum quality of life in rural China?,22023714,21377210,11702839,0,0,-0.3513,0.3804
178,Menopausal hormone therapy and irregular endometrial bleeding: a potential role for uterine natural killer cells?,16046584,18314122,26791471,0,0,-2.9538,1.8721
179,Percutaneous ethanol injection for benign cystic thyroid nodules: is aspiration of ethanol-mixed fluid advantageous?,16155169,20615130,19265492,0,0,-3.6308,0.8749
180,Can the growth rate of a gallbladder polyp predict a neoplastic polyp?,19398929,19249773,19249773,0,0,3.0259,3.0259
181,Are performance measurement systems useful?,28143468,26021617,19828034,0,0,-7.3640,2.0236
182,Does para-cervical block offer additional advantages in abortion induction with gemeprost in the 2nd trimester?,9483814,19501224,19501224,0,0,-2.4270,-2.4270
183,Does insulin resistance drive the association between hyperglycemia and cardiovascular risk?,22720085,23868937,26531321,0,0,1.3047,5.6933
184,Are there risk factors that increase the rate of staple line leakage in patients undergoing primary sleeve gastrectomy for morbid obesity?,24748473,20174931,21700522,0,0,4.6557,6.7533
185,Chronic functional somatic symptoms: a single syndrome?,15588538,22932928,22932928,0,0,5.3199,5.3199
186,"Actinobaculum schaalii, a cause of urinary tract infections in children?",22211919,24165967,24165967,0,0,2.6216,2.6216
187,Prevalence of chronic conditions among Medicare Part A beneficiaries in 2008 and 2010: are Medicare beneficiaries getting sicker?,24433626,18619805,22692634,0,0,-10.2442,1.0199
188,Does successful completion of the Perinatal Education Programme result in improved obstetric practice?,9542484,27859592,20689517,0,0,-9.7125,-0.0714
189,Do patients with localized prostate cancer treatment really want more aggressive treatment?,17008699,17997022,12686805,0,0,-2.0581,5.1924
190,Does music influence stress in mechanically ventilated patients?,23228527,19272573,18477078,0,0,1.7423,3.2195
191,Does reducing spasticity translate into functional benefit?,15489384,25547770,22423894,0,0,-8.4899,-1.5925
192,Is the holmium:YAG laser the best intracorporeal lithotripter for the ureter?,17444776,15075838,19046090,0,0,1.3673,5.5136
193,Metered-dose inhalers. Do health care providers know what to teach?,8422202,16225708,16225708,0,0,2.2054,2.2054
194,Does the bracket-ligature combination affect the amount of orthodontic space closure over three months?,23794696,23852064,18456138,0,0,-7.7630,-4.9234
195,Health habits and vaccination status of Lebanese residents: are future doctors applying the rules of prevention?,20549895,10388179,19828062,0,0,-10.5636,-9.8413
196,Does vaginal intraepithelial neoplasia have the same evolution as cervical intraepithelial neoplasia?,18714572,19513077,9822520,0,0,0.2844,2.5448
197,Should general practitioners call patients by their first names?,2224269,18097726,11701576,0,0,-7.1648,-1.6464
198,Transesophageal echocardiographic assessment of left ventricular function in brain-dead patients: are marginally acceptable hearts suitable for transplantation?,8910148,16798311,22727199,0,0,-1.3940,2.4772
199,Attenuation of ischemia/reperfusion-induced ovarian damage in rats: does edaravone offer protection?,23899611,16607102,16230177,0,0,1.0370,5.6844
200,Does the National Institutes of Health Stroke Scale favor left hemisphere strokes?,10548670,21248275,25700285,0,0,0.5643,4.3797
201,Can a Novel Surgical Approach to the Temporomandibular Joint Improve Access and Reduce Complications?,26907557,27236502,23073706,0,0,-1.3369,0.6395
202,"Young-Burgess classification of pelvic ring fractures: does it predict mortality, transfusion requirements, and non-orthopaedic injuries?",20871246,20386286,27138008,0,0,1.7884,2.3802
203,Is vitamin D deficiency a feature of pediatric celiac disease?,22876568,26547400,26694737,0,0,2.4753,3.3429
204,Is unsafe sexual behaviour increasing among HIV-infected individuals?,15280782,15572627,15353980,0,0,-0.0207,4.9870
205,Cholestasis associated with small bowel atresia: do we always need to investigate?,17502203,15471837,25979617,0,0,-5.9459,0.0276
206,Are financial incentives cost-effective to support smoking cessation during pregnancy?,26370095,16436401,16286502,0,0,-0.1372,2.2252
207,Can medical students contribute to quality assurance programmes in day surgery?,10354335,23721929,23721929,0,0,-2.5760,-2.5760
208,Measurement of head and neck paragangliomas: is volumetric analysis worth the effort?,26452334,10870065,10870065,0,0,0.8432,0.8432
209,Three-dimensional ultrasound-validated large-core needle biopsy: is it a reliable method for the histological assessment of breast lesions?,15065192,8941004,16634070,0,0,2.8596,3.6513
210,Can bone thickness and inter-radicular space affect miniscrew placement in posterior mandibular sites?,25488308,21261491,21261491,0,0,1.3897,1.3897
211,Do general practice selection scores predict success at MRCGP?,22449464,24001460,16842068,0,0,-8.7099,0.2425
212,The Deformity Angular Ratio: Does It Correlate With High-Risk Cases for Potential Spinal Cord Monitoring Alerts in Pediatric 3-Column Thoracic Spinal Deformity Corrective Surgery?,26222664,25398035,25937293,0,0,-6.4695,-1.7126
213,Does age moderate the effect of personality disorder on coping style in psychiatric inpatients?,22617083,8014347,24012227,0,0,-0.0861,1.4619
214,Autoxidation products of both carbohydrates and lipids are increased in uremic plasma: is there oxidative stress in uremia?,9767546,11422772,18174265,0,0,-1.8232,-3.2999
215,Can 'high-risk' human papillomaviruses (HPVs) be detected in human breast milk?,21214884,9065116,14984955,0,0,3.5235,4.6474
216,Quaternary cytoreductive surgery in ovarian cancer: does surgical effort still matter?,23321509,11104603,26348314,0,0,0.7187,3.4814
217,Chemotherapy and survival in advanced non-small cell lung carcinoma: is pneumologists' skepticism justified?,16827975,16807460,27293147,0,0,2.0425,2.6049
218,Does topical ropivacaine reduce the post-tonsillectomy morbidity in pediatric patients?,18179827,11587610,24060088,0,0,4.5502,5.3435
